,id,Beds,Baths,Balconies, Covered Parking,Carpet Area,Developer,Project,Status,Facing,Lifts,Furnished Status,Car parking,Age of Construction,Rental Value,Security Deposit,Address,Landmarks,Furnishing,Flooring,Overlooking,Additional Rooms,Water Availability,Status of Electricity,Lift,Num of Amenities,Floor,Balcony,Super Built-up Area,Type of Ownership,Authority Approval,Bed,RERA ID,Bath,Floors allowed for construction
2021,4d423730373931353537,,2,2,,480,Prince Developers,Alisha Paradise,Immediately,,,Semi-Furnished,,15 to 20 years,"₹14,000","₹50,000Pay Zero Deposit","Kharghar, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Semi-Furnished,,,,,,,0,3 (Out of 8 Floors),,,,,1,,,
2022,4d423138363330363531,,,,,,,,Immediately,South,,Unfurnished,,,"₹12,500","₹50,000Pay Zero Deposit","Joemar Society, Sector 20, CBD Belapur, CBD Belapur, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Near Vidya Prasarak High School,Unfurnished,Mosaic,Garden/Park,,24 Hours Available,No/Rare Powercut,,0,1 (Out of 4 Floors),,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,,,1,,1,
2023,4d423639373635373235,2,2,2,,750,Indiabulls Real Estate Ltd.,Indiabulls Park,Immediately,,,Unfurnished,,Less than 5 years,"₹17,500 | ₹15,000 Quarterly Maintenance","₹50,000Pay Zero Deposit","Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,,,,,,13,20 (Out of 36 Floors),,,,,,,,
2024,4d423335303436343833,,,,,,,,Immediately,,,Semi-Furnished,,,"₹4,000","₹24,000Pay Zero Deposit","New Panvel, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Semi-Furnished,,,,,,,0,3 (Out of 4 Floors),,552sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹7/sqft,,,1,,1,
2025,4d423638313230363033,2,2,4,,690,Arihant Group,Arihant Amisha,Immediately,North - East,,Unfurnished,,5 to 10 years,"₹8,000","₹25,000Pay Zero Deposit","Taloja, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,,None of these,24 Hours Available,No/Rare Powercut,1,25,1 (Out of 4 Floors),,,,,,,,
2026,4d423639353935313739,,,,,400,Akshar Group,Emperia Garden,Immediately,West,,Unfurnished,,Less than 5 years,"₹7,500","₹45,000Pay Zero Deposit","604, akshar emperia garden, sy num 22, rasayani, Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",behind anthony garage,Unfurnished,,"Pool, Garden/Park",,,,,56,6 (Out of 7 Floors),1,,,,1,,1,
2027,4d423730363430313439,,,,,400,,,Immediately,South -West,,Furnished,,Less than 5 years,"₹32,000","₹1,92,000Pay Zero Deposit","E2402 Sector 10, Jijamata Nagar, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Sunberry society,Furnished,Ceramic Tiles,"Garden/Park, Main Road",Study,,,,0,4 (Out of 7 Floors),,,,,1,,1,
2028,4d423730313031373735,2,2,,,,,,Immediately,,,Semi-Furnished,,,"₹45,000","₹2,70,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Semi-Furnished,,,,,,,0,1 (Out of 1 Floors),,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,,,,
2029,4d423730333539303835,3,3,3,,113sqyrd,Paradise Group,Sai World City,Immediately,East,,Semi-Furnished,,New Construction,"₹47,000","₹2,82,000Pay Zero Deposit","Palaspe Phata, Panvel, Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","JNPT Highway, Panvel Junction, Mumbai-Goa Highway",Semi-Furnished,Vitrified,"Main Road, Garden/Park, Pool",,,,,27,7 (Out of 30 Floors),,,,,,,,
2030,4d423730363836303837,2,2,,,,,,Immediately,,,Semi-Furnished,,,"₹22,000","₹1,32,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Semi-Furnished,,,,,,,0,2 (Out of 14 Floors),,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,,,,,,
2031,4d423730383935383939,2,2,3,,800,Indiabulls Greens,Indiabulls Greens Panvel,Immediately,,,Unfurnished,,Less than 5 years,"₹25,000 | ₹1 Monthly Maintenance",₹1.0 LacPay Zero Deposit,"Indiabulls Green Panvel, Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,Garden/Park,,,,,56,32 (Out of 36 Floors),,,,,,,,
2032,4d423530353833313032,,,,,375,,,Immediately,,,Unfurnished,,15 to 20 years,"₹23,000","₹90,000Pay Zero Deposit","plot no.26 vashi Sector-14, Navi Mumbai, Maharashtra",,Unfurnished,,Main Road,,,,,0,1 (Out of 4 Floors),,,,,1,,1,
2033,4d423730373336393631,,,,,380,,,Immediately,West,,Unfurnished,,10 to 15 years,"₹5,500 | ₹500 Monthly Maintenance","₹25,000Pay Zero Deposit","adarshnagar  palaspe village panvel, Navi Mumbai, Maharashtra",new Balaji English medium school,Unfurnished,,,,,,,0,2 (Out of 3 Floors),,,,,1,,1,
2034,4d423434383332363933,2,2,4,,900,NMS Enterprises,Shree Ambica Heritage,Immediately,South - East,,Unfurnished,,5 to 10 years,"₹28,000","₹1,68,000Pay Zero Deposit","Kharghar, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Kharghar Railway Station,Unfurnished,,Garden/Park,,,,,9,3 (Out of 12 Floors),,,,,,,,
2035,4d423731323835343137,,,,,,,,Immediately,,,Semi-Furnished,,,"₹25,000","₹1,50,000Pay Zero Deposit","Kopar Khairane, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Semi-Furnished,,,,,,,0,3 (Out of 5 Floors),,550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,,,1,,1,
2036,4d423635383934353037,2,,,,550,OM Sai Infra,Sai Priya,Immediately,,,Unfurnished,,Less than 5 years,"₹11,000","₹40,000Pay Zero Deposit","SAI PRIYA Ulwe Sector 8 Plot no 126 B Navi Mumbai., Ulwe, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,Main Road,,,,,17,,1,,,,,,1,
2037,4d423731323238313831,2,2,3,1 ,750,,,Immediately,East,,Unfurnished,1 Covered,Less than 5 years,"₹45,000",₹1.0 LacPay Zero Deposit,"Ghansoli, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","Opp Railway Station, Near Central Park.",Unfurnished,Vitrified,Main Road,None of these,24 Hours Available,No/Rare Powercut,1,0,6 (Out of 7 Floors),,,,,,,,
2038,4d423232343131323737,2,2,2,,,Dev Krupa Enterprises,Dev Aashirwad,Immediately,,,Unfurnished,,Less than 5 years,"₹13,000","₹36,000Pay Zero Deposit","Navade, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,,,,,,21,12 (Out of 13 Floors),,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,,,,,,
2039,4d423636353538313431,,2,,,,,,Immediately,,,Furnished,,New Construction,"₹18,000","₹1,08,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Furnished,,,,,,,0,4 (Out of 12 Floors),,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,1,,,
2040,4d423731333432323335,2,3,,,1205,,,Immediately,,,Furnished,,,"₹40,000","₹2,40,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Furnished,,,,,,,0,3 (Out of 13 Floors),,,,,,,,
2041,4d423731313731383239,,,,,,,,Immediately,,,Unfurnished,,,"₹9,000","₹54,000Pay Zero Deposit","Rasayani, Navi Mumbai - Beyond Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,3 (Out of 14 Floors),,400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹22/sqft,,,1,,1,
2042,4d423335303839343239,,,,,,Indiabulls Real Estate Ltd.,Indiabulls Golf City,Immediately,,,Unfurnished,,,"₹12,000","₹72,000Pay Zero Deposit","Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,,,,,,31,Ground (Out of 7 Floors),,882sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,,1,,1,
2043,4d423335313739303237,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2044,4d423434353236303133,2,2,3,,780,,Shree Kalash Apartment,Immediately,,,Semi-Furnished,,5 to 10 years,"₹14,500","₹87,000Pay Zero Deposit","801., Kamothe, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Semi-Furnished,,,,,,,0,8 (Out of 8 Floors),,,,,,,,
2045,4d423731323236303237,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2046,4d423434353137323133,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2047,4d423435313536373133,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2048,4d423730393933323031,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2049,4d423731303535363633,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2050,4d423535303338373839,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2051,4d423730393933313031,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2052,4d423636353036353437,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2053,4d423730363339313131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2054,4d423731303439333131,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2055,4d423633373237333239,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2056,4d423731313637383531,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2057,4d423535303033303035,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2058,4d423633383435333539,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2059,4d423730383633333639,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2060,4d423731313130333433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2061,4d423335323734383533,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2062,4d423731323132363931,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2063,4d423730383835363739,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2064,4d423339353237393039,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2065,4d423730353737343235,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2066,4d423339353935353239,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2067,4d423636373335303935,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2068,4d423730363737363237,,,,,,,,Immediately,,,Unfurnished,,,"₹5,500","₹33,000Pay Zero Deposit","Dronagiri, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,Ground (Out of 4 Floors),,310sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,,,1,,1,
2069,4d423638333230323639,,,,,,,,Immediately,,,Unfurnished,,,"₹6,000","₹25,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,5 (Out of 15 Floors),,352sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹17/sqft,,,1,,1,
2070,4d423339383039333033,,,,,450,,,Immediately,,,Unfurnished,,Less than 5 years,"₹8,500","₹40,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,2 (Out of 4 Floors),1,,,,1,,1,
2071,4d423532353133383533,,,,,600,Cooperative Group Housing Society,Sagar Darshan Chs,Immediately,,,Semi-Furnished,,New Construction,"₹9,000","₹54,000Pay Zero Deposit","Nerul Sector 18a, Nerul, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Semi-Furnished,,"Garden/Park, Main Road",,,,,0,1 (Out of 6 Floors),1,,,,1,,1,
2072,4d423636373535303239,,2,3,,600,Gami Group,Gami Amar Harmony,Immediately,,,Unfurnished,,Less than 5 years,"₹15,000 | ₹2,200 Monthly Maintenance",₹1.5 LacPay Zero Deposit,"Taloja, Taloja, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,"Garden/Park, Pool, Main Road",,,,,22,5 (Out of 15 Floors),,,,,1,,,
2073,4d423730373630313933,,,,,460,,,Immediately,,,Semi-Furnished,,15 to 20 years,"₹17,000","₹50,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Semi-Furnished,,,,,,,0,3 (Out of 4 Floors),,,,,1,,1,
2074,4d423731313332353739,3,2,,,,,Sagar Darshan Towers,Immediately,West,,Furnished,1 Open,5 to 10 years,"₹65,000","₹3,90,000Pay Zero Deposit","Nerul, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",The building itself is landmark. It is facing Palm Beach Road,Furnished,Ceramic Tiles,"Garden/Park, Main Road",Puja Room,,,,0,Ground (Out of 9 Floors),1,1700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,,,,
2075,4d423730333437353331,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2076,4d423730353730373435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2077,4d423535363938333331,,,,1 ,,Gurukrupa Group,Gurukrupa Aramus Complex,Immediately,West,,Unfurnished,1 Covered,New Construction,"₹10,000","₹60,000Pay Zero Deposit","D/908 Aramus complex, plot no 87, sector 21, ulwe, Ulwe, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Unfurnished,Ceramic Tiles,"Garden/Park, Pool",,,,,0,9 (Out of 11 Floors),1,675sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,,1,,1,
2078,4d423637383131393339,,2,2,,428,,Gardenia Lifespaces,Immediately,East,,Unfurnished,,New Construction,"₹7,000","₹25,000Pay Zero Deposit","Kamadhenu Gardenia Ghot Village, Taloja, Navi Mumbai - Central Navi Mumbai, Maharashtra",5mins to Metro station,Unfurnished,,Garden/Park,,,,,0,2 (Out of 4 Floors),,,,,1,,,
2079,4d423730373535353831,2,2,,,,,Bhakti Heights,Immediately,,,Unfurnished,,,"₹16,000","₹96,000Pay Zero Deposit","Ulwe, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,4 (Out of 11 Floors),,1060sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹15/sqft,,,,,,
2080,4d423631303530363437,,2,3,,450,Aariant Corporation Ltd.,Emerald Prime,Immediately,,,Unfurnished,,Less than 5 years,"₹10,000","₹30,000Pay Zero Deposit","room no 702, sector 18, taloja phase 2, Taloja, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,,,,,,14,7 (Out of 14 Floors),,,,,1,,,
2081,4d423532313230383939,2,2,4,,750,Satyam Developers,Satyam Majestic,Immediately,,,Semi-Furnished,,Less than 5 years,"₹15,000","₹60,000Pay Zero Deposit","sector 18, ulwe, Ulwe, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Semi-Furnished,,Garden/Park,,,,,2,9 (Out of 13 Floors),,,,,,,,
2082,4d423339313336323733,2,2,4,,,,,Immediately,,,Unfurnished,1 Open,New Construction,"₹12,000","₹40,000Pay Zero Deposit","Navi Mumbai, Maharashtra",Millenium Toyota,Unfurnished,,,,,,,0,16 (Out of 23 Floors),,860sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹14/sqft,,,,,,
2083,4d423637383336323839,,,,,,,,Immediately,,,Unfurnished,,,"₹13,000","₹78,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,Upper Basement (Out of 1 Floors),,300sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹43/sqft,,,1,,1,1
2084,4d423339363331343235,2,2,3,,619,Arihant Superstructures Ltd.,Arihant Arham,Immediately,,,Unfurnished,,Less than 5 years,"₹8,500","₹40,000Pay Zero Deposit","Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,,,,,,14,1 (Out of 3 Floors),,,,,,,,
2085,4d423536313135333437,3,3,3,,1250,,,Immediately,South,,Semi-Furnished,,New Construction,"₹32,000","₹1,92,000Pay Zero Deposit","Sector 3, New Panvel East, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Semi-Furnished,,Garden/Park,,,,,0,Ground (Out of 3 Floors),,,,,,,,
2086,4d423536303634303837,,,3,,,Raikar Group,Yashodeep Heights,Immediately,,,Unfurnished,,5 to 10 years,"₹25,000",₹1.0 LacPay Zero Deposit,"Rabale, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,,,,,,10,14 (Out of 15 Floors),,705sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,1,,1,
2087,4d423731303733353737,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2088,4d423532343330383233,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2089,4d423338353437363735,,,,,450,,,Immediately,East,,Unfurnished,,15 to 20 years,"₹12,000","₹72,000Pay Zero Deposit","PUSHPA DHAM CHS Plot no 363 Sector 18A New Panvel Navi Mumbai., New Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Panvel Railway station,Unfurnished,"Vitrified, Ceramic Tiles","Garden/Park, Main Road",,24 Hours Available,No/Rare Powercut,,0,,1,,,City Municipal Corporation,1,,1,
2090,4d423731313834363737,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2091,4d423634333034303031,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2092,4d423731313334313333,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2093,4d423730363834373335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2094,4d423539303532363033,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2095,4d423731313333353735,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2096,4d423639343634343931,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2097,4d423639393535383133,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2098,4d423730383835313339,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2099,4d423730363736343939,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2100,4d423730373533323231,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2101,4d423731303638323335,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2102,4d423730353638383431,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2103,4d423730333333333935,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2104,4d423730303832363433,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2105,4d423730373339383035,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2106,4d423730383033363735,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2107,4d423538363039373739,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2108,4d423730373531383837,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2109,4d423731313234383833,,,,,,Arihant Group,Arihant Amisha,Immediately,,,Unfurnished,,Less than 5 years,"₹6,500","₹39,000Pay Zero Deposit","Taloja MIDC, Taloja, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,Garden/Park,,,,,25,Upper Basement (Out of 4 Floors),1,595sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,,,1,,1,
2110,4d423232313537333433,,,,,455,Squarefeet Realty,Royal Ozone,Immediately,East,,Unfurnished,20 Open,New Construction,"₹5,500","₹25,000Pay Zero Deposit","Panvel, Navi Mumbai, Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Delhi Public schoool...3.5 Km from Palaspe fata,Unfurnished,Ceramic Tiles,,,24 Hours Available,No/Rare Powercut,1,19,1 (Out of 3 Floors),1,,,,1,,1,
2111,4d423730393233313935,2,2,,,650,,Priyal Govind Sagar,Immediately,East,,Semi-Furnished,,15 to 20 years,"₹16,000","₹60,000Pay Zero Deposit","Panvel, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Semi-Furnished,,,,,,,0,3 (Out of 7 Floors),,,,,,,,
2112,4d423730393931393733,,2,3,,700,,Shree Gurudatta Complex,Immediately,West,,Unfurnished,,10 to 15 years,"₹26,000","₹90,000Pay Zero Deposit","Airoli, Airoli, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Unfurnished,,Main Road,,,,,0,5 (Out of 7 Floors),,,,,1,,,
2113,4d423530373636313332,,,,,,,,Immediately,,,Unfurnished,,,"₹7,000","₹42,000Pay Zero Deposit","Panvel, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,4 (Out of 4 Floors),,615sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹11/sqft,,,1,,1,
2114,4d423231323637373231,3,3,,1 ,,,,Immediately,,,Unfurnished,1 Covered,10 to 15 years,"₹23,000","₹1,38,000Pay Zero Deposit","Kopar Khairane, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Unfurnished,,,,24 Hours Available,No/Rare Powercut,,0,2 (Out of 3 Floors),,975sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,,,,,
2115,4d423231333432383237,4,4,2,1 ,,,Cidco Valley Shilp,Immediately,East,,Semi-Furnished,"1 Covered, 1 Open",5 to 10 years,"₹35,000",₹1.0 LacPay Zero Deposit,"11th floor HIG, CLUB HOUSE FACING VIEWS, Kharghar, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-","New metro line coming up. Close to golf course, TATA advance cancer research institute and park.",Semi-Furnished,Mosaic,"Garden/Park, Pool",,24 Hours Available,No/Rare Powercut,,0,11 (Out of 14 Floors),,104sqmsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,,,,,,
2116,4d423730363432373937,2,,3,,740,Dev Krupa Enterprises,Dev Aashirwad,Immediately,,,Unfurnished,,5 to 10 years,"₹13,500 | ₹1,000 Monthly Maintenance",₹1.6 LacPay Zero Deposit,"Navade, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Unfurnished,,,,,,,21,3 (Out of 13 Floors),,,,,,,1,
2117,4d423730383737333035,2,2,,,,,,Immediately,,,Unfurnished,,,"₹24,000","₹1,44,000Pay Zero Deposit","Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,8 (Out of 12 Floors),,1802sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,,,,,,
2118,4d423730303738313631,2,2,3,103 ,1280,Indiabulls Greens,Indiabulls Greens Panvel,Immediately,East,3,Semi-Furnished,103 Covered,Less than 5 years,"₹25,000","₹75,000Pay Zero Deposit","19c1-1302., Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Semi-Furnished,"Ceramic Tiles, Vitrified","Garden/Park, Pool, Main Road",,24 Hours Available,No/Rare Powercut,3,56,13 (Out of 36 Floors),,,,,,,,
2119,4d423632373731313435,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,
2120,4d423337393532363931,,,,,250,,,Immediately,East,,Unfurnished,,New Construction,"₹6,000","₹36,000Pay Zero Deposit","Om Balaji CHS Plot No:- A/46 Room No:-04 Sector:- 06 New Panvel(E)-410206 Navi Mumbai Maharashtra, New Panvel East, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",Near D-Mart New Panvel,Unfurnished,Ceramic Tiles,Main Road,Store,,,,0,Ground (Out of 1 Floors),,,,,1,,1,
2121,4d423636303233313039,9,9,3,1 ,5000,,,Immediately,North - East,,Semi-Furnished,"1 Covered, 6 Open",5 to 10 years,"₹95,000",₹4.0 LacPay Zero Deposit,"SAUPARNIKA Bungalow, plot no 119, Akurli, near Akurli bus stop, Opposite  Seetharam sett Nagar, Panvel- Matheran road, Panvel, Panvel, Navi Mumbai - Central Navi Mumbai, MaharashtraMove your household goods.Packers and Moversstarting at ₹ 3900/-",,Semi-Furnished,Vitrified,,"Store, Servant Room",24 Hours Available,No/Rare Powercut,,0,,,,,,,,,
2122,4d423730363633333039,,2,,,400,Arihant Group,Arihant Amber,Immediately,East,,Unfurnished,,New Construction,"₹6,000","₹30,000Pay Zero Deposit","ghotcamp koyna vally, Taloja, Navi Mumbai - Central Navi Mumbai, Maharashtra",,Unfurnished,,,,,,,0,5 (Out of 7 Floors),1,,,,1,,,
